#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
RPTOR	AKT1	1848942	1846136	9606.ENSP00000307272	9606.ENSP00000270202	0	0	0	0	0	0.672	0.900	0	0	0.965
PTK2	EGFR	1852426	1846445	9606.ENSP00000341189	9606.ENSP00000275493	0	0	0	0.646	0	0.829	0.800	0	0	0.964
IGF1R	glucose	1845984	-100000206	9606.ENSP00000268035	-1.CID100000206	0	0	0	0	0	0.828	0.800	0	0	0.964
ASNS	glutamine	1842325	-100000738	9606.ENSP00000175506	-1.CID100000738	0	0	0	0	0	0.644	0.900	0	0	0.963
ASNS	MgATP	1842325	-100000238	9606.ENSP00000175506	-1.CID100000238	0	0	0	0	0	0.644	0.900	0	0	0.963
CTNNB1	IGF1R	1852818	1845984	9606.ENSP00000344456	9606.ENSP00000268035	0	0	0	0	0	0.653	0.900	0	0	0.963
BCAT2	glutamic acid	1850502	-100000611	9606.ENSP00000322991	-1.CID100000611	0	0	0	0	0	0.644	0.900	0	0	0.963
PTGS2	aspirin	1854602	-100002244	9606.ENSP00000356438	-1.CID100002244	0	0	0	0	0	0.643	0.900	0	0	0.963
CBS	cystein	1852819	-100000594	9606.ENSP00000344460	-1.CID100000594	0	0	0	0	0	0.644	0.900	0	0	0.963
ACTG2	calcium ions	1847542	-100000271	9606.ENSP00000295137	-1.CID100000271	0	0	0	0	0	0.636	0.900	0	0	0.962
ACTG2	MgATP	1847542	-100000238	9606.ENSP00000295137	-1.CID100000238	0	0	0	0	0	0.636	0.900	0	0	0.962
CTNNB1	NFKB1	1852818	1843094	9606.ENSP00000344456	9606.ENSP00000226574	0	0	0	0	0	0.962	0	0	0	0.962
CRHR1	CRH	1858593	1846502	9606.ENSP00000381333	9606.ENSP00000276571	0	0	0	0	0	0.962	0	0	0	0.962
ADCY3	calcium ions	1844803	-100000271	9606.ENSP00000260600	-1.CID100000271	0	0	0	0	0	0.627	0.900	0	0	0.961
RAC1	AKT1	1853302	1846136	9606.ENSP00000348461	9606.ENSP00000270202	0	0	0	0	0	0.627	0.900	0	0	0.961
ADCY3	MgATP	1844803	-100000238	9606.ENSP00000260600	-1.CID100000238	0	0	0	0	0	0.627	0.900	0	0	0.961
MYC	MAPK3	1856789	1845265	9606.ENSP00000367207	9606.ENSP00000263025	0	0	0	0	0	0.811	0.800	0	0	0.960
CTNNB1	SMAD3	1852818	1851536	9606.ENSP00000344456	9606.ENSP00000332973	0	0	0	0	0	0.960	0	0	0	0.960
RHOA	ARHGEF5	1860210	1842230	9606.ENSP00000400175	9606.ENSP00000056217	0	0	0	0	0	0.617	0.900	0	0	0.960
PTGS2	TP53	1854602	1846083	9606.ENSP00000356438	9606.ENSP00000269305	0	0	0	0	0	0.961	0	0	0	0.960
CREB1	GSK3B	1859295	1850681	9606.ENSP00000387699	9606.ENSP00000324806	0	0	0	0	0	0.812	0.800	0	0	0.960
KIT	CBLB	1847112	1845483	9606.ENSP00000288135	9606.ENSP00000264122	0	0	0	0	0	0.808	0.800	0	0	0.960
TPO	hydrogen perox.	1850079	-100000784	9606.ENSP00000318820	-1.CID100000784	0	0	0	0	0	0.611	0.900	0	0	0.959
SFN	AKT1	1852398	1846136	9606.ENSP00000340989	9606.ENSP00000270202	0	0	0	0	0	0.606	0.900	0	0	0.959
PTPN1	acetate	1855520	-100000175	9606.ENSP00000360683	-1.CID100000175	0	0	0	0	0	0.800	0.800	0	0	0.958
CYP3A4	erythromycin	1852052	-100003255	9606.ENSP00000337915	-1.CID100003255	0	0	0	0	0	0.800	0.800	0	0	0.958
CBS	S-adenosylmeth.	1852819	-100001079	9606.ENSP00000344460	-1.CID100001079	0	0	0	0	0	0.800	0.800	0	0	0.958
PAH	norepinephrine	1862478	-100000951	9606.ENSP00000448059	-1.CID100000951	0	0	0	0	0	0.800	0.800	0	0	0.958
SMAD3	TGFB1	1851536	1842869	9606.ENSP00000332973	9606.ENSP00000221930	0	0	0	0	0	0.605	0.900	0	0	0.958
DPP4	glucose	1854025	-100000206	9606.ENSP00000353731	-1.CID100000206	0	0	0	0	0	0.800	0.800	0	0	0.958
LDLR	glucose	1862854	-100000206	9606.ENSP00000454071	-1.CID100000206	0	0	0	0	0	0.800	0.800	0	0	0.958
RIPK1	NFKB1	1844726	1843094	9606.ENSP00000259808	9606.ENSP00000226574	0	0	0	0	0	0.602	0.900	0	0	0.958
CYP3A4	progesterone	1852052	-100004920	9606.ENSP00000337915	-1.CID100004920	0	0	0	0	0	0.800	0.800	0	0	0.958
DCXR	phosphate	1848521	-100001003	9606.ENSP00000303356	-1.CID100001003	0	0	0	0	0	0.800	0.800	0	0	0.958
MIF	citric acid	1842503	-100000311	9606.ENSP00000215754	-1.CID100000311	0	0	0	0	0	0.800	0.800	0	0	0.958
MITF	MAPK1	1847592	1842512	9606.ENSP00000295600	9606.ENSP00000215832	0	0	0	0	0	0.605	0.900	0	0	0.958
PAH	phenylalanine	1862478	-100000994	9606.ENSP00000448059	-1.CID100000994	0	0	0	0	0	0.601	0.900	0	0	0.958
PTGS2	eicosapent.d (.	1854602	-100003209	9606.ENSP00000356438	-1.CID100003209	0	0	0	0	0	0.795	0.800	0	0	0.957
COMT	potassium	1854135	-100000813	9606.ENSP00000354511	-1.CID100000813	0	0	0	0	0	0.957	0	0	0	0.957
SLC6A8	sodium	1844202	-100000923	9606.ENSP00000253122	-1.CID100000923	0	0	0	0	0	0.588	0.900	0	0	0.957
EGFR	KRAS	1846445	1844404	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0	0.590	0.900	0	0	0.957
SLC6A6	sodium	1854076	-100000923	9606.ENSP00000354107	-1.CID100000923	0	0	0	0	0	0.588	0.900	0	0	0.957
DPP4	sulphate	1854025	-100001117	9606.ENSP00000353731	-1.CID100001117	0	0	0	0	0	0.957	0	0	0	0.957
PPARG	retinoic acid	1847090	-100005538	9606.ENSP00000287820	-1.CID100005538	0	0	0	0	0	0.861	0.700	0	0	0.957
ADIPOQ	calcium ions	1850277	-100000271	9606.ENSP00000320709	-1.CID100000271	0	0	0	0	0	0.957	0	0	0	0.957
ACE2	lisinopril	1844133	-100003937	9606.ENSP00000252519	-1.CID100003937	0	0	0	0	0	0.589	0.900	0	0	0.957
PTGS2	etoricoxib	1854602	-100123619	9606.ENSP00000356438	-1.CID100123619	0	0	0	0	0	0.576	0.900	0	0	0.956
IGF2	IGF1R	1859600	1845984	9606.ENSP00000391826	9606.ENSP00000268035	0	0	0	0	0	0.576	0.900	0	0	0.955
CTNNB1	AKT1	1852818	1846136	9606.ENSP00000344456	9606.ENSP00000270202	0	0	0	0	0	0.574	0.900	0	0	0.955
MYC	CTNNB1	1856789	1852818	9606.ENSP00000367207	9606.ENSP00000344456	0	0	0	0	0	0.570	0.900	0	0	0.955
MC2R	POMC	1851632	1845600	9606.ENSP00000333821	9606.ENSP00000264708	0	0	0	0	0	0.576	0.900	0	0	0.955
MYC	BCL2	1856789	1851168	9606.ENSP00000367207	9606.ENSP00000329623	0	0	0	0	0	0.576	0.900	0	0	0.955
ACTG2	MgADP	1847542	-100000197	9606.ENSP00000295137	-1.CID100000197	0	0	0	0	0	0.570	0.900	0	0	0.955
AKT1	VIM	1846136	1842995	9606.ENSP00000270202	9606.ENSP00000224237	0	0	0	0	0	0.573	0.900	0	0	0.955
MMP14	MMP2	1849042	1842719	9606.ENSP00000308208	9606.ENSP00000219070	0	0	0	0.725	0	0.576	0.900	0	0	0.955
MYC	SMAD3	1856789	1851536	9606.ENSP00000367207	9606.ENSP00000332973	0	0	0	0	0	0.576	0.900	0	0	0.955
CREB1	AKT1	1859295	1846136	9606.ENSP00000387699	9606.ENSP00000270202	0	0	0	0	0	0.576	0.900	0	0	0.955
PRKAA2	RPTOR	1855444	1848942	9606.ENSP00000360290	9606.ENSP00000307272	0	0	0	0	0	0.576	0.900	0	0	0.955
IRS1	MAPK1	1848682	1842512	9606.ENSP00000304895	9606.ENSP00000215832	0	0	0	0	0	0.576	0.900	0	0	0.955
MAPK8	APP	1853988	1846936	9606.ENSP00000353483	9606.ENSP00000284981	0	0	0	0	0	0.569	0.900	0	0	0.955
RAC1	STAT3	1853302	1845584	9606.ENSP00000348461	9606.ENSP00000264657	0	0	0	0	0	0.576	0.900	0	0	0.955
GSK3B	DPYSL2	1850681	1849191	9606.ENSP00000324806	9606.ENSP00000309539	0	0	0	0	0	0.576	0.900	0	0	0.955
CTNNB1	MITF	1852818	1847592	9606.ENSP00000344456	9606.ENSP00000295600	0	0	0	0	0	0.576	0.900	0	0	0.955
RAC1	PIK3R1	1853302	1846375	9606.ENSP00000348461	9606.ENSP00000274335	0	0	0	0	0	0.576	0.900	0	0	0.955
PCNA	TP53	1856984	1846083	9606.ENSP00000368438	9606.ENSP00000269305	0	0	0	0	0	0.572	0.900	0	0	0.955
PRKAA2	LEP	1855444	1849557	9606.ENSP00000360290	9606.ENSP00000312652	0	0	0	0	0	0.576	0.900	0	0	0.955
RAC1	CYBA	1853302	1844952	9606.ENSP00000348461	9606.ENSP00000261623	0	0	0	0	0	0.576	0.900	0	0	0.955
ACTG2	phosphate	1847542	-100001003	9606.ENSP00000295137	-1.CID100001003	0	0	0	0	0	0.570	0.900	0	0	0.955
RIPK1	TNFSF10	1844726	1843591	9606.ENSP00000259808	9606.ENSP00000241261	0	0	0	0	0	0.573	0.900	0	0	0.955
PTPN1	CTNNB1	1855520	1852818	9606.ENSP00000360683	9606.ENSP00000344456	0	0	0	0	0	0.576	0.900	0	0	0.955
MAPK8	MAPK1	1853988	1842512	9606.ENSP00000353483	9606.ENSP00000215832	0	0	0	0.902	0	0.576	0.900	0	0	0.955
TAT	glutamic acid	1853275	-100000611	9606.ENSP00000348234	-1.CID100000611	0	0	0	0	0	0.568	0.900	0	0	0.955
RHOF	phosphate	1845928	-100001003	9606.ENSP00000267205	-1.CID100001003	0	0	0	0	0	0.554	0.900	0	0	0.954
RAC1	phosphate	1853302	-100001003	9606.ENSP00000348461	-1.CID100001003	0	0	0	0	0	0.554	0.900	0	0	0.954
RHOD	phosphate	1849085	-100001003	9606.ENSP00000308576	-1.CID100001003	0	0	0	0	0	0.554	0.900	0	0	0.954
STAT3	MAPK3	1845584	1845265	9606.ENSP00000264657	9606.ENSP00000263025	0	0	0	0	0	0.564	0.900	0	0	0.954
LEP	STAT3	1849557	1845584	9606.ENSP00000312652	9606.ENSP00000264657	0	0	0	0	0	0.566	0.900	0	0	0.954
SMAD3	STUB1	1851536	1842759	9606.ENSP00000332973	9606.ENSP00000219548	0	0	0	0	0	0.567	0.900	0	0	0.954
MAPK8	MAPT	1853988	1852372	9606.ENSP00000353483	9606.ENSP00000340820	0	0	0	0	0	0.564	0.900	0	0	0.954
PTGS2	MAPK3	1854602	1845265	9606.ENSP00000356438	9606.ENSP00000263025	0	0	0	0	0	0.567	0.900	0	0	0.954
PTPN1	AKT1	1855520	1846136	9606.ENSP00000360683	9606.ENSP00000270202	0	0	0	0	0	0.566	0.900	0	0	0.954
PTGS2	paracetamol	1854602	-100001983	9606.ENSP00000356438	-1.CID100001983	0	0	0	0	0	0.547	0.900	0	0	0.953
TRPV6	calcium ions	1853837	-100000271	9606.ENSP00000352358	-1.CID100000271	0	0	0	0	0	0.541	0.900	0	0	0.952
HPGD	prostaglandin .	1847749	-100000158	9606.ENSP00000296522	-1.CID100000158	0	0	0	0	0	0.541	0.900	0	0	0.952
MTOR	MgATP	1854147	-100000238	9606.ENSP00000354558	-1.CID100000238	0	0	0	0	0	0.523	0.900	0	0	0.950
ADCY3	phosphate	1844803	-100001003	9606.ENSP00000260600	-1.CID100001003	0	0	0	0	0	0.517	0.900	0	0	0.950
TGFB1	phosphate	1842869	-100001003	9606.ENSP00000221930	-1.CID100001003	0	0	0	0	0	0.490	0.900	0	0	0.947
INSR	glucose	1848574	-100000206	9606.ENSP00000303830	-1.CID100000206	0	0	0	0	0	0.828	0.700	0	0	0.946
CYP2C19	oxygen	1855462	-100000977	9606.ENSP00000360372	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
CYP3A4	oxygen	1852052	-100000977	9606.ENSP00000337915	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
CYP1A2	oxygen	1852534	-100000977	9606.ENSP00000342007	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
HPGD	calcium ions	1847749	-100000271	9606.ENSP00000296522	-1.CID100000271	0	0	0	0	0	0.461	0.900	0	0	0.944
CYP4F3	oxygen	1842824	-100000977	9606.ENSP00000221307	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
CYP2E1	oxygen	1844175	-100000977	9606.ENSP00000252945	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
CYP27A1	oxygen	1844601	-100000977	9606.ENSP00000258415	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
CYP2B6	oxygen	1850664	-100000977	9606.ENSP00000324648	-1.CID100000977	0	0	0	0	0	0.457	0.900	0	0	0.944
ASPA	acetate	1845277	-100000175	9606.ENSP00000263080	-1.CID100000175	0	0	0	0	0	0.724	0.800	0	0	0.943
AKT1	phosphate	1846136	-100001003	9606.ENSP00000270202	-1.CID100001003	0	0	0	0	0	0.425	0.900	0	0	0.940
copper	Zn(II	-100011009	-100023994	-1.CID100011009	-1.CID100023994	0	0	0	0	0	0.412	0.900	0	0	0.939
CASR	glutamic acid	1861464	-100000611	9606.ENSP00000420194	-1.CID100000611	0	0	0	0	0	0.409	0.900	0	0	0.939
manganese	Zn(II	-100023930	-100023994	-1.CID100023930	-1.CID100023994	0	0	0	0	0	0.412	0.900	0	0	0.939
Fe(III	Zn(II	-100023925	-100023994	-1.CID100023925	-1.CID100023994	0	0	0	0	0	0.412	0.900	0	0	0.939
Fe(III	manganese	-100023925	-100023930	-1.CID100023925	-1.CID100023930	0	0	0	0	0	0.412	0.900	0	0	0.939
copper	Fe(III	-100011009	-100023925	-1.CID100011009	-1.CID100023925	0	0	0	0	0	0.412	0.900	0	0	0.939
cobalt	Zn(II	-100002891	-100023994	-1.CID100002891	-1.CID100023994	0	0	0	0	0	0.412	0.900	0	0	0.939
FDPS	sulphate	1853389	-100001117	9606.ENSP00000349078	-1.CID100001117	0	0	0	0	0	0.938	0	0	0	0.938
IL12B	glucose	1843283	-100000206	9606.ENSP00000231228	-1.CID100000206	0	0	0	0	0	0.800	0.700	0	0	0.938
APP	copper	1846936	-100011009	9606.ENSP00000284981	-1.CID100011009	0	0	0	0	0	0.800	0.700	0	0	0.938
APP	Zn(II	1846936	-100023994	9606.ENSP00000284981	-1.CID100023994	0	0	0	0	0	0.800	0.700	0	0	0.938
BRAF	AKT1	1847131	1846136	9606.ENSP00000288602	9606.ENSP00000270202	0	0	0	0.637	0	0.938	0	0	0	0.938
ALB	glucose	1847637	-100000206	9606.ENSP00000295897	-1.CID100000206	0	0	0	0	0	0.800	0.700	0	0	0.938
ALB	oleic acid	1847637	-100000965	9606.ENSP00000295897	-1.CID100000965	0	0	0	0	0	0.800	0.700	0	0	0.938
REN	sodium	1846232	-100000923	9606.ENSP00000272190	-1.CID100000923	0	0	0	0	0	0.800	0.700	0	0	0.938
VEGFA	glucose	1855611	-100000206	9606.ENSP00000361125	-1.CID100000206	0	0	0	0	0	0.800	0.700	0	0	0.938
PPARG	serotonine	1847090	-100005202	9606.ENSP00000287820	-1.CID100005202	0	0	0	0	0	0.800	0.700	0	0	0.938
HIF1A	Fe(III	1852062	-100023925	9606.ENSP00000338018	-1.CID100023925	0	0	0	0	0	0.800	0.700	0	0	0.938
TP53	Zn(II	1846083	-100023994	9606.ENSP00000269305	-1.CID100023994	0	0	0	0	0	0.800	0.700	0	0	0.938
EGFR	platinum	1846445	-100004609	9606.ENSP00000275493	-1.CID100004609	0	0	0	0	0	0.800	0.700	0	0	0.938
SERPINE1	glucose	1842959	-100000206	9606.ENSP00000223095	-1.CID100000206	0	0	0	0	0	0.800	0.700	0	0	0.938
ERBB2	STAT3	1846101	1845584	9606.ENSP00000269571	9606.ENSP00000264657	0	0	0	0	0	0.937	0	0	0	0.937
UMPS	sodium	1843321	-100000923	9606.ENSP00000232607	-1.CID100000923	0	0	0	0	0	0.936	0	0	0	0.936
sulfur	methionine	-100000402	-100000876	-1.CID100000402	-1.CID100000876	0	0	0	0	0	0.371	0.900	0	0	0.935
RHOA	MAPK3	1860210	1845265	9606.ENSP00000400175	9606.ENSP00000263025	0	0	0	0	0	0.364	0.900	0	0	0.933
RHOA	MAPK1	1860210	1842512	9606.ENSP00000400175	9606.ENSP00000215832	0	0	0	0	0	0.364	0.900	0	0	0.933
MAPK3	MgADP	1845265	-100000197	9606.ENSP00000263025	-1.CID100000197	0	0	0	0	0	0.350	0.900	0	0	0.933
SI	acarbose	1845536	-100041774	9606.ENSP00000264382	-1.CID100041774	0	0	0	0	0	0.354	0.900	0	0	0.933
PROC	oxygen	1843382	-100000977	9606.ENSP00000234071	-1.CID100000977	0	0	0	0	0	0.345	0.900	0	0	0.932
SMO	NVP-LDE-225	1843960	-124775005	9606.ENSP00000249373	-1.CID124775005	0	0	0	0	0	0.666	0.800	0	0	0.931
MAP2K1	ERBB2	1848411	1846101	9606.ENSP00000302486	9606.ENSP00000269571	0	0	0	0.657	0	0.339	0.900	0	0	0.931
STAT3	PDGFRA	1845584	1844502	9606.ENSP00000264657	9606.ENSP00000257290	0	0	0	0	0	0.931	0	0	0	0.931
RAC1	PTK2	1853302	1852426	9606.ENSP00000348461	9606.ENSP00000341189	0	0	0	0	0	0.343	0.900	0	0	0.931
EDNRA	acetate	1849748	-100000175	9606.ENSP00000315011	-1.CID100000175	0	0	0	0	0	0.322	0.900	0	0	0.930
AGTR1	acetate	1846323	-100000175	9606.ENSP00000273430	-1.CID100000175	0	0	0	0	0	0.322	0.900	0	0	0.930
MAP2K1	KRAS	1848411	1844404	9606.ENSP00000302486	9606.ENSP00000256078	0	0	0	0	0	0.321	0.900	0	0	0.929
EDNRA	prostaglandin .	1849748	-100000158	9606.ENSP00000315011	-1.CID100000158	0	0	0	0	0	0.309	0.900	0	0	0.928
MC1R	serotonine	1862771	-100005202	9606.ENSP00000451605	-1.CID100005202	0	0	0	0	0	0.310	0.900	0	0	0.928
AGTR1	prostaglandin .	1846323	-100000158	9606.ENSP00000273430	-1.CID100000158	0	0	0	0	0	0.309	0.900	0	0	0.928
AGTR1	serotonine	1846323	-100005202	9606.ENSP00000273430	-1.CID100005202	0	0	0	0	0	0.310	0.900	0	0	0.928
MC5R	prostaglandin .	1850008	-100000158	9606.ENSP00000318077	-1.CID100000158	0	0	0	0	0	0.309	0.900	0	0	0.928
EDNRA	serotonine	1849748	-100005202	9606.ENSP00000315011	-1.CID100005202	0	0	0	0	0	0.310	0.900	0	0	0.928
MC1R	prostaglandin .	1862771	-100000158	9606.ENSP00000451605	-1.CID100000158	0	0	0	0	0	0.309	0.900	0	0	0.928
MAPK8	RAC1	1853988	1853302	9606.ENSP00000353483	9606.ENSP00000348461	0	0	0	0	0	0.313	0.900	0	0	0.928
MC2R	serotonine	1851632	-100005202	9606.ENSP00000333821	-1.CID100005202	0	0	0	0	0	0.310	0.900	0	0	0.928
MC2R	prostaglandin .	1851632	-100000158	9606.ENSP00000333821	-1.CID100000158	0	0	0	0	0	0.309	0.900	0	0	0.928
MC5R	serotonine	1850008	-100005202	9606.ENSP00000318077	-1.CID100005202	0	0	0	0	0	0.310	0.900	0	0	0.928
quinol	distilled water	-100000785	-100000961	-1.CID100000785	-1.CID100000961	0	0	0	0	0	0.292	0.900	0	0	0.927
GAA	glucose	1848760	-100000206	9606.ENSP00000305692	-1.CID100000206	0	0	0	0	0	0.285	0.900	0	0	0.926
MAP2K7	RAC1	1858552	1853302	9606.ENSP00000381066	9606.ENSP00000348461	0	0	0	0	0	0.298	0.900	0	0	0.926
RHOA	RAC1	1860210	1853302	9606.ENSP00000400175	9606.ENSP00000348461	0	0	0	0.954	0	0.297	0.900	0	0	0.926
PRKACB	ADCY3	1855328	1844803	9606.ENSP00000359719	9606.ENSP00000260600	0	0	0	0	0	0.296	0.900	0	0	0.926
RIOK1	MgATP	1857106	-100000238	9606.ENSP00000369162	-1.CID100000238	0	0	0	0	0	0.644	0.800	0	0	0.926
MTOR	EGFR	1854147	1846445	9606.ENSP00000354558	9606.ENSP00000275493	0	0	0	0	0	0.293	0.900	0	0	0.926
CBS	sodium	1852819	-100000923	9606.ENSP00000344460	-1.CID100000923	0	0	0	0	0	0.926	0	0	0	0.926
MC1R	dopamine	1862771	-100000681	9606.ENSP00000451605	-1.CID100000681	0	0	0	0	0	0.274	0.900	0	0	0.925
MC5R	dopamine	1850008	-100000681	9606.ENSP00000318077	-1.CID100000681	0	0	0	0	0	0.274	0.900	0	0	0.925
MC2R	dopamine	1851632	-100000681	9606.ENSP00000333821	-1.CID100000681	0	0	0	0	0	0.274	0.900	0	0	0.925
AKT1	SOD1	1846136	1846132	9606.ENSP00000270202	9606.ENSP00000270142	0	0	0	0	0	0.290	0.900	0	0	0.925
ENO1	sulphate	1843405	-100001117	9606.ENSP00000234590	-1.CID100001117	0	0	0	0	0	0.925	0	0	0	0.925
PRKACB	MAPK1	1855328	1842512	9606.ENSP00000359719	9606.ENSP00000215832	0	0	0	0.654	0	0.275	0.900	0	0	0.924
LIG1	MgATP	1845325	-100000238	9606.ENSP00000263274	-1.CID100000238	0	0	0	0	0	0.261	0.900	0	0	0.923
AGTR1	norepinephrine	1846323	-100000951	9606.ENSP00000273430	-1.CID100000951	0	0	0	0	0	0.249	0.900	0	0	0.922
PSEN1	GSK3B	1850825	1850681	9606.ENSP00000326366	9606.ENSP00000324806	0	0	0	0	0	0.922	0	0	0	0.922
MC1R	norepinephrine	1862771	-100000951	9606.ENSP00000451605	-1.CID100000951	0	0	0	0	0	0.249	0.900	0	0	0.922
MC2R	norepinephrine	1851632	-100000951	9606.ENSP00000333821	-1.CID100000951	0	0	0	0	0	0.249	0.900	0	0	0.922
EDNRA	norepinephrine	1849748	-100000951	9606.ENSP00000315011	-1.CID100000951	0	0	0	0	0	0.249	0.900	0	0	0.922
MC5R	norepinephrine	1850008	-100000951	9606.ENSP00000318077	-1.CID100000951	0	0	0	0	0	0.249	0.900	0	0	0.922
dopamine	norepinephrine	-100000681	-100000951	-1.CID100000681	-1.CID100000951	0	0	0	0.811	0	0.238	0.900	0	0	0.921
dopamine	tyramine	-100000681	-100005610	-1.CID100000681	-1.CID100005610	0	0	0	0.837	0	0.238	0.900	0	0	0.921
RAC1	MAP2K1	1853302	1848411	9606.ENSP00000348461	9606.ENSP00000302486	0	0	0	0	0	0.250	0.900	0	0	0.921
MC5R	adenosine	1850008	-100000191	9606.ENSP00000318077	-1.CID100000191	0	0	0	0	0	0.237	0.900	0	0	0.921
MC1R	adenosine	1862771	-100000191	9606.ENSP00000451605	-1.CID100000191	0	0	0	0	0	0.237	0.900	0	0	0.921
PTK2	STAT3	1852426	1845584	9606.ENSP00000341189	9606.ENSP00000264657	0	0	0	0	0	0.922	0	0	0	0.921
CYP3A4	quinine	1852052	-100001065	9606.ENSP00000337915	-1.CID100001065	0	0	0	0	0	0.236	0.900	0	0	0.921
MC2R	adenosine	1851632	-100000191	9606.ENSP00000333821	-1.CID100000191	0	0	0	0	0	0.237	0.900	0	0	0.921
MTOR	PIK3R1	1854147	1846375	9606.ENSP00000354558	9606.ENSP00000274335	0	0	0	0	0	0.236	0.900	0	0	0.920
RAC1	MAPK3	1853302	1845265	9606.ENSP00000348461	9606.ENSP00000263025	0	0	0	0	0	0.239	0.900	0	0	0.920
RAC1	MAPK1	1853302	1842512	9606.ENSP00000348461	9606.ENSP00000215832	0	0	0	0	0	0.239	0.900	0	0	0.920
prostaglandin .	norepinephrine	-100000158	-100000951	-1.CID100000158	-1.CID100000951	0	0	0	0	0	0.218	0.900	0	0	0.919
INSR	AKT1	1848574	1846136	9606.ENSP00000303830	9606.ENSP00000270202	0	0	0	0.620	0	0.227	0.900	0	0	0.919
PTGS2	sodium	1854602	-100000923	9606.ENSP00000356438	-1.CID100000923	0	0	0	0	0	0.611	0.800	0	0	0.919
AGTR1	histamine	1846323	-100000774	9606.ENSP00000273430	-1.CID100000774	0	0	0	0	0	0.204	0.900	0	0	0.918
MARK2	MgADP	1859067	-100000197	9606.ENSP00000385751	-1.CID100000197	0	0	0	0	0	0.606	0.800	0	0	0.918
MC2R	histamine	1851632	-100000774	9606.ENSP00000333821	-1.CID100000774	0	0	0	0	0	0.204	0.900	0	0	0.918
MC5R	histamine	1850008	-100000774	9606.ENSP00000318077	-1.CID100000774	0	0	0	0	0	0.204	0.900	0	0	0.918
MC1R	histamine	1862771	-100000774	9606.ENSP00000451605	-1.CID100000774	0	0	0	0	0	0.204	0.900	0	0	0.918
EDNRA	histamine	1849748	-100000774	9606.ENSP00000315011	-1.CID100000774	0	0	0	0	0	0.204	0.900	0	0	0.918
FEN1	sulphate	1848737	-100001117	9606.ENSP00000305480	-1.CID100001117	0	0	0	0	0	0.917	0	0	0	0.917
formalin	hydrogen perox.	-100000712	-100000784	-1.CID100000712	-1.CID100000784	0	0	0	0	0	0.194	0.900	0	0	0.917
AKT1	calcium ions	1846136	-100000271	9606.ENSP00000270202	-1.CID100000271	0	0	0	0	0	0.199	0.900	0	0	0.917
AKT1	Zn(II	1846136	-100023994	9606.ENSP00000270202	-1.CID100023994	0	0	0	0	0	0.199	0.900	0	0	0.917
TH	phenylalanine	1857346	-100000994	9606.ENSP00000370571	-1.CID100000994	0	0	0	0	0	0.601	0.800	0	0	0.917
PPARG	eicosapent.d (.	1847090	-100003209	9606.ENSP00000287820	-1.CID100003209	0	0	0	0	0	0.187	0.900	0	0	0.916
MLST8	AKT1	1858459	1846136	9606.ENSP00000380313	9606.ENSP00000270202	0	0	0	0	0	0.194	0.900	0	0	0.915
CASR	cinacalcet	1861464	-100156418	9606.ENSP00000420194	-1.CID100156418	0	0	0	0	0	0.589	0.800	0	0	0.915
IGF1R	MAPK3	1845984	1845265	9606.ENSP00000268035	9606.ENSP00000263025	0	0	0	0.626	0	0.194	0.900	0	0	0.915
IGF1R	MAPK1	1845984	1842512	9606.ENSP00000268035	9606.ENSP00000215832	0	0	0	0.628	0	0.194	0.900	0	0	0.915
MARK2	MAPT	1859067	1852372	9606.ENSP00000385751	9606.ENSP00000340820	0	0	0	0	0	0.915	0	0	0	0.915
myo-inositol	Zn(II	-100000892	-100023994	-1.CID100000892	-1.CID100023994	0	0	0	0	0	0.163	0.900	0	0	0.914
myo-inositol	manganese	-100000892	-100023930	-1.CID100000892	-1.CID100023930	0	0	0	0	0	0.163	0.900	0	0	0.914
RAC1	calcium ions	1853302	-100000271	9606.ENSP00000348461	-1.CID100000271	0	0	0	0	0	0.174	0.900	0	0	0.914
pyridoxal	Zn(II	-100001050	-100023994	-1.CID100001050	-1.CID100023994	0	0	0	0	0	0.163	0.900	0	0	0.914
Zn(II	ubiquinone	-100023994	-100119058	-1.CID100023994	-1.CID100119058	0	0	0	0	0	0.163	0.900	0	0	0.914
cobalt	ubiquinone	-100002891	-100119058	-1.CID100002891	-1.CID100119058	0	0	0	0	0	0.163	0.900	0	0	0.914
carnitine	Fe(III	-100000085	-100023925	-1.CID100000085	-1.CID100023925	0	0	0	0	0	0.163	0.900	0	0	0.914
copper	ascorbate	-100011009	-111020241	-1.CID100011009	-1.CID111020241	0	0	0	0	0	0.163	0.900	0	0	0.914
MAPK1	glycerol	1842512	-100000753	9606.ENSP00000215832	-1.CID100000753	0	0	0	0	0	0.914	0	0	0	0.914
